pidx,jhno,pno,url,status,name,yomi,spot,lat,lng,zoom,image
1138,28,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2001/,国重伝建,塩尻市奈良井,,長野県塩尻市,,,,
1139,28,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2002/,国重伝建,塩尻市木曾平沢,,長野県塩尻市,,,,
1140,28,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2003/,県知事指定伝統工芸品,曲物,,長野県塩尻市,,,,
1141,28,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2004/,市有形,旧中村家住宅,,長野県塩尻市,35.963423199999994,137.80868169999997,19,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_0ff991d1a7e56f4d78e67cdb7f7df1cdeedcea47.jpeg
1142,28,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2005/,未指定,「蕎麦切り発祥の地」,,長野県塩尻市,,,,
1143,28,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2006/,国有形民俗,木曽塗の製作用具及び製品,,長野県塩尻市,,,,
1144,28,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2007/,村史跡名勝天然記念物,木祖村史跡　鳥居峠,,長野県木祖村,,,,
1145,28,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2008/,村史跡名勝天然記念物,鳥居峠のトチノキ群,,長野県木祖村,,,,
1146,28,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2009/,県選択無形文化財,お六櫛の技法,,長野県木祖村,,,,
1147,28,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2010/,未指定（現中部森林管理局との保存協定）,水木沢天然林（水木沢郷土の森）,,長野県木祖村,,,,
1148,28,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2011/,県天然記念物,木曽馬,,長野県南木曽町長野県木曽町,,,,
1149,28,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2012/,町建造物,山村代官屋敷,,長野県木曽町,35.8518657,137.6982016,17,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_79bcec681fdae75084d62c1c2fc6706299a7d9aa.jpeg
1150,28,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2013/,国史跡,福島関所跡,,長野県木曽町,35.8505437,137.70220410000002,19,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_6c85b9fe9afa2953620cd5513d178600945ab807.jpeg
1151,28,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2014/,県宝,県宝山下家,,長野県木曽町,35.96004490000001,137.58370850000006,18,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_e391d4069c755af3dfb6614151920b071eb8f8f3.jpeg
1152,28,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2015/,未指定,木曽御嶽山霊神碑群,,長野県王滝村長野県木曽町,,,,
1153,28,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2016/,町指定無形,らっぽしょ祭り,,長野県木曽町,,,,
1154,28,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2017/,町指定無形,木曽踊りと木曽節,,長野県木曽町,,,,
1155,28,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2018/,未指定,高瀬家,,長野県木曽町,35.85025480000003,137.70152919999998,19,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_a2bbcf916284bb5d873855fc44972532153dd2b6.jpeg
1156,28,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2019/,未指定,御嶽神社里宮（王滝村）,,長野県王滝村,35.814955200000036,137.55257729999994,18,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_758a965920ef56d321a8b116873f1e1aa73ef179.jpeg
1157,28,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2020/,未指定,御嶽神社里宮（木曽町）,,長野県木曽町,35.849971,137.6144715,17,https://japan-heritage.bunka.go.jp/ja/datas/images/2022/08/15/31f0a48b36e7da19a9edb18fe57818eee30ce84a.jpeg
1158,28,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2021/,未指定,清滝,,長野県王滝村,35.8389385,137.54500110000004,18,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_fc4d94ab56aaaa004dad6037c6db077782bb2f63.jpeg
1159,28,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2022/,未指定,新滝,,長野県王滝村,35.8399946,137.54685399999994,18,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_9d3d01869d0e173c1bac098a8f66f6dc39de3f90.jpeg
1160,28,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2023/,未指定,百草元祖の碑,,長野県王滝村,,,,
1161,28,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2024/,未指定,王滝森林鉄道,,長野県上松町長野県王滝村,,,,
1162,28,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2025/,国指定名勝,寝覚の床,,長野県上松町,,,,
1163,28,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2026/,県指定名勝,木曽の桟,,長野県上松町,,,,
1164,28,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2027/,未指定,赤沢自然休養林,,長野県上松町,,,,
1165,28,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/2028/,国重文,白山神社,,長野県大桑村,35.69170929999998,137.66167100000007,17,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_617cdf8a4ce484a0ccdee4ba5dc14debd4d034ca.jpeg
