pidx,jhno,pno,url,status,name,yomi,spot,lat,lng,zoom,image
4088,93,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5055/,国宝,安楽寺八角三重塔,あんらくじはっかくさんじゅうのとう,長野県上田市,36.352385,138.1522837,11,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_af3d6b496e549c700597aaf92fa0c1600d1fd02b.jpeg
4089,93,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5056/,国重文,木造惟仙和尚坐像・木造恵仁和尚坐像,もくぞういせんおしょうざぞう・もくぞうえにんおしょうざぞう,長野県上田市,36.35217940000003,138.1531412,11,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_5908fb7c18e46b57ac222b745f25e4f440923e48.jpeg
4090,93,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5057/,市建造物,常楽寺本堂,じょうらくじほんどう,長野県上田市,36.35347370000001,138.1547394,11,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_56a295eaab3588643a9008b20fd3d1e8c2e5bafc.jpeg
4091,93,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5058/,国重文,常楽寺石造多宝塔,じょうらくじせきぞうたほうほう,長野県上田市,36.353633000000016,138.1541265,11,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_fc8fac3c7e9d4b55d5bb9a3c386677a1a4f64cd1.jpeg
4092,93,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5059/,未指定（建造物）,北向観音堂,きたむきかんのんどう,長野県上田市,36.349873999999986,138.156411,11,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_f4bcdcc4ae54cd69a2aa8a808d33d3e97db0a75b.jpeg
4093,93,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5060/,未指定（有形民俗文化財）,善光寺地震絵馬,ぜんこうじじしんえま,長野県上田市,36.6617009,138.18771159999997,11,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_d674a9f5bc5db5f66a5ac4331ca76e26727e33e2.jpeg
4094,93,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5061/,市天然記念物,愛染カツラ,あいぜんかつら,長野県上田市,36.35002690000003,138.15610639999997,11,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_6784081871510b45dc50d44c179a12397f3341d5.jpeg
4095,93,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5062/,県宝石造物,舞田の石造五輪塔,まいたのせきぞうごりんとう,長野県上田市,36.36933420000001,138.18340120000002,11,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_2f51ccacec989d56a9f8cbebfa17611be704917b.jpeg
4096,93,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5063/,国重文,前山寺三重塔,ぜんさんじさんじゅうのとう,長野県上田市,36.34073680000002,138.1974129,11,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/15/500x343_2ae395417f98b42be3d881be00011165_a411fca4ef3d80b4133cff3113fac853120ad6c9.jpeg
4097,93,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5064/,市天然記念物,ちがい石とその産地,,長野県上田市,,,,
