day,jhno,type,title,description,areas,url,image
2021-10-06,52,イベント,馬関戦争　1864　メモリアルコンサートが開催されました！,馬関戦争　1864　メモリアルコンサートが開催されました！,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1896/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_ec5dcd769730d667f0e0d93f58c87bf69d9cad1b.jpeg
2021-10-06,52,イベント,門司港駅オペラコンサート「港町浪漫コンサート」が開催されます！,門司港駅オペラコンサート「港町浪漫コンサート」が開催されます！,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1897/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_aaf8b94b88421a965296ed4d4473ce655b099a3a.jpeg
2021-10-06,52,イベント,灯台１５０周年記念　六連島灯台重要文化財指定記念講演会開催！,灯台１５０周年記念　六連島灯台重要文化財指定記念講演会開催！,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1898/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_ff87e4d13e0ea89be4b814740204507faa5a4cc4.jpeg
2021-10-06,52,イベント,六連島灯台＆部埼灯台１５０周年　特別展示」開催中！,六連島灯台＆部埼灯台１５０周年　特別展示」開催中！,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1899/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_bf012edb6da706589e4a5ab58edc0ac7460c43cb.jpeg
2021-10-06,45,イベント,第４回 日本遺産「銀の馬車道・鉱石の道」サイクルトレイン開催,中播磨と但馬を結ぶ日本遺産「銀の馬車道・鉱石の道」の魅力を広く発信するため、JR播但線においてサイクルトレインを運行しま,兵庫県,https://japan-heritage.bunka.go.jp/ja/news/1900/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_7fb9642fb90fe94efdaca80949a8309d31e911cd.jpeg
2021-10-06,45,イベント,銀の馬車道ハロウィンイベント2021,「銀馬車かぼちゃ」をはじめ、いろんなかぼちゃを使った「かぼちゃランタンづくり」等を実施します。,兵庫県,https://japan-heritage.bunka.go.jp/ja/news/1901/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_e45258134b40d2d51fb73daedff3e7139c25038b.jpeg
2021-10-06,45,イベント,＜日本遺産「播但貫く、銀の馬車道・鉱石の道」歴史講話＞開催のお知らせ,～令和３年度中播磨県民センター「銀の馬車道」魅力ＵＰ事業～,兵庫県,https://japan-heritage.bunka.go.jp/ja/news/1902/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b9ab8cd14e575704b49dc2c317d088ba64c1e7ed.jpeg
2021-10-06,45,イベント,朝来EASY CYCLING　開催！,サイクリングイベント「朝来EASY CYCLING」が、10月23日（土）に開催されます！,兵庫県,https://japan-heritage.bunka.go.jp/ja/news/1903/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_54e607af7f10de4b56b3df732d579a41c2252328.jpeg
2021-10-06,45,イベント,『神子畑選鉱場跡』ライトアップ開催,不夜城と呼ばれた神子畑選鉱場跡にて幻想的な光が魅せる夜の宴,兵庫県,https://japan-heritage.bunka.go.jp/ja/news/1904/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b24be38155d4de9eadadaadfdd62c71fd4c6965d.jpeg
2021-10-06,45,イベント,『天空（そら）まで届け、希望の光』夜の竹田城跡特別ライトアップ,令和３年度　夜の竹田城跡特別ライトアップ,兵庫県,https://japan-heritage.bunka.go.jp/ja/news/1905/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b07a2ebb8714a4583b8ebae9b1e2b0c483d8c75c.jpeg
2021-10-07,73,イベント,『現役鳥羽の海女さんと語る！海女の魅力！in海博』のお知らせ,現役海女の生の声を聴くことのできる催しを開催します。,三重県,https://japan-heritage.bunka.go.jp/ja/news/1906/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_f101bd2b6c8c63244b2a0bb1890e1e11dfc67787.jpeg
2021-10-07,52,イベント,コスプレ赤間ヶ関レトロ撮影会開催！,コスプレ赤間ヶ関レトロ撮影会開催！,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1907/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_d450c8e7fc9c6b86e04a4474570df3947242e214.jpeg
2021-10-08,88,イベント,日本遺産作品展「桑都・八王子展」×八王子いちょう祭り を開催します。,八王子市内最大級のイベントと日本遺産がコラボレーション。市内ゆかりのアーティストによる日本遺産作品展をご覧ください。,東京都,https://japan-heritage.bunka.go.jp/ja/news/1908/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_cf5cb97577be4291b8f420640eaad7343bbb30ba.jpeg
2021-10-11,65,イベント,鞆の浦の資料館で鞆鍛冶の特別展が開催されます,鞆鍛冶　～船釘・錨の日本一～,広島県,https://japan-heritage.bunka.go.jp/ja/news/1865/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_adfcab2a2487f44d6b3921159db4f6dba322317c.jpeg
2021-10-11,52,イベント,関門海峡キャンドルナイト　キャンドルデザイン大募集！,日本遺産「関門“ノスタルジック”海峡」のイベント情報,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1913/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_f41fe578b7af5275039ef807b1dbe4fc228ac81e.jpeg
2021-10-11,52,イベント,関門海峡合唱団「平和と祈りの合唱コンサート」が開催されます！,関門海峡合唱団「平和と祈りの合唱コンサート」が開催されます！,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1914/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_235e8b5d8d51c1e49b02bc80a13d160fe5ac9f8c.jpeg
2021-10-12,63,イベント,「つながりのWAをひろげよう　広川町障害者芸術・文化展」と「ゆかりの地から歴史・文化を紐解く　広川町の文化・歴史を探る」の開催について,広川町で和歌山県で開催する「紀の国わかやま文化祭２０２１」の一環として２つの文化展を開催します。,和歌山県,https://japan-heritage.bunka.go.jp/ja/news/1915/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_afdc431d7f4982d47bd9f97f91721714cccc4372.jpeg
2021-10-13,52,イベント,「ふく（ふぐ）」と一緒に「至福」「幸福」の瞬間をカメラに収めよう！,日本遺産「関門“ノスタルジック”海峡」のイベント情報,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1916/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_cda9446747b839f3aba7e685bdf822ff33701da7.jpeg
2021-10-14,53,イベント,「菊池の御松囃子御能」が奉納されました,10月13日（水）、熊本県菊池市の菊池松囃子能場にて「菊池の松囃子（御松囃子御能）」が奉納されました。,熊本県,https://japan-heritage.bunka.go.jp/ja/news/2071/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_0f4454b23e76605b62f2c0fef8ceb0102a6febd2.jpeg
2021-10-15,91,その他,「甲州の匠の源流・御嶽昇仙峡」公式サイトを開設しました！,令和２年６月に日本遺産に認定された「甲州の匠の源流・御嶽昇仙峡」について随時情報を発信していきます。,山梨県,https://japan-heritage.bunka.go.jp/ja/news/1920/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_0772c1e28e98f79b8acfead10fc0e491419bb095.jpeg
2021-10-15,1,イベント,第２２回旧閑谷学校ライトアップ,第２２回旧閑谷学校ライトアップ,"茨城県,栃木県,岡山県,大分県",https://japan-heritage.bunka.go.jp/ja/news/1921/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2021-10-18,58,イベント,自転車で那須野が原を巡るポタリングツアーを開催します！,ポタリングとは「ゆっくりとした気楽なサイクリング」のこと。那須野が原をのんびり巡りながら歴史や自然に触れてみませんか？,栃木県,https://japan-heritage.bunka.go.jp/ja/news/1923/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_85b2d84267aeade02577679e469150114beab59f.jpeg
2021-10-19,78,イベント,10/10こども向けワークショップを開催しました,10/10こども向けワークショップを開催しました,"兵庫県,鳥取県",https://japan-heritage.bunka.go.jp/ja/news/1925/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_91f2fdf06ad608516a7fd9297af83ab8a51db836.jpeg
2021-10-19,66,その他,くにさきの紅葉情報２０２１年版を公開しました！,国東半島・六郷満山の紅葉は１１月下旬～１２月に見頃を迎えます。人気スポットから、穴場スポットまでオススメをまとめました！,大分県,https://japan-heritage.bunka.go.jp/ja/news/1926/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_624751fa22bafed82cc26dcf842f79b6c15468a5.jpeg
2021-10-19,52,イベント,"北九州市民カレッジ×関門""ノスタルジック""海峡 「関門海峡・近代化の記憶と人々のものがたり～日本遺産「関門“ノスタルジック”海峡」～」 受講生募集中！！",「関門海峡・近代化の記憶と人々のものがたり～日本「関門“ノスタルジック”海峡」～」 受講生募集中！！,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1928/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_3bb5bccf62d611f1d2ad0c9151c67dfee65ea20a.jpeg
2021-10-19,91,その他,「甲州の匠の源流・御嶽昇仙峡」リーフレットを制作しました,「甲州の匠の源流・御嶽昇仙峡」のストーリーや構成文化財等の魅力をわかりやすく解説しています。,山梨県,https://japan-heritage.bunka.go.jp/ja/news/1930/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2021-10-19,91,その他,「甲州の匠の源流・御嶽昇仙峡」ポスターを制作しました,「甲州の匠の源流・御嶽昇仙峡」を広く周知していきます。,山梨県,https://japan-heritage.bunka.go.jp/ja/news/1931/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2021-10-19,45,イベント,映画『燃えよ剣』 × 神河町砥峰高原 プレゼントキャンペーン,プレゼントキャンペーン,兵庫県,https://japan-heritage.bunka.go.jp/ja/news/1933/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_76433e282169c43ea54242fe0da47300f490cafc.jpeg
2021-10-19,45,イベント,かるたで神河巡り　ARガイドつきスタンプラリー,スタンプラリー,兵庫県,https://japan-heritage.bunka.go.jp/ja/news/1934/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_97597d80b60aa19bea5aafbf74abde52f2b3b8ee.jpeg
2021-10-19,91,その他,日本遺産昇仙峡ガイド養成講座を実施しました,御嶽昇仙峡への来訪者が日本遺産のストーリーに触れ、楽しく周遊できるよう、ガイドを養成しています。,山梨県,https://japan-heritage.bunka.go.jp/ja/news/1935/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2021-10-20,52,イベント,JR九州 門司港駅×関門”ノスタルジック”海峡　 JR九州ウォーキング「日本遺産「関門“ノスタルジック”海峡」を歩こう！」,JR九州 門司港駅×関門”ノスタルジック”海峡　 JR九州ウォーキング「日本遺産「関門“ノスタルジック”海峡」を歩こう！,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1929/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_5d6450e111f36639904633ac7eb14ba74cab59dc.jpeg
2021-10-20,98,メディア,「三郷町かわまちづくり」計画の登録証伝達式を開催しました。,三郷町かわまちづくり計画の登録証伝達式開催。大和川沿いの水辺をより親しみのある空間を目指して！,"大阪府,奈良県",https://japan-heritage.bunka.go.jp/ja/news/1938/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2021-10-20,98,イベント,信貴山城まつりのお知らせ,「信貴山城まつり」では和太鼓の演奏・特別講演会・お茶席を行います。,"大阪府,奈良県",https://japan-heritage.bunka.go.jp/ja/news/1939/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2021-10-20,98,イベント,（開催終了）聖徳太子1400年御聖忌－ 聖徳太子を知ろう！ in てんしば,聖徳太子ゆかりの地を紹介！,"大阪府,奈良県",https://japan-heritage.bunka.go.jp/ja/news/1941/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_38acbd3bdccb4f42977d82becaef0ac83819601c.jpeg
2021-10-20,52,イベント,下関市立近代先人顕彰館　田中絹代ぶんか館　企画展「イマドキ文芸の生まれるトコロ」を開催中,日本遺産「関門“ノスタルジック”海峡」の構成文化財イベント情報,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/1942/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_e65bf062c09133b39172c0a00ddb6135be9474bd.jpeg
2021-10-20,98,イベント,（参加者募集）日本遺産「龍田古道・亀の瀬」周遊E-BIKEツアー,E-BIKEツアー参加者募集！E-BIKEに乗って自然や歴史に触れてみませんか？精進料理付き,"大阪府,奈良県",https://japan-heritage.bunka.go.jp/ja/news/1940/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_6119dd532ddc7e4d8efe9a3635d0722389a071da.jpeg
2021-10-20,33,イベント,「日本遺産だいせん」を取り戻せ！鳥取県中西部で「大山山麓の謎解き宝探し」開催中,参加の必須アイテムは…あなたのスマホ！？　さぁ！町中に散らばった「手がかり」を探しに行こう！,鳥取県,https://japan-heritage.bunka.go.jp/ja/news/1937/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_6716a1ab391c07281a354beec44dd5528da52c74.jpeg
2021-10-21,33,その他,大山の初冠雪情報（2021年10月20日）,令和3年大山の初冠雪は、10月20日に大山町役場大山支所にて山頂付近が雪で白くなっているのを目視で確認されました。,鳥取県,https://japan-heritage.bunka.go.jp/ja/news/1953/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b4e90a8253b7246bba5f5d1c9333a387cfba6dad.jpeg
2021-10-25,1,イベント,令和３年度「史跡めぐり」を開催しました,令和３年度「史跡めぐり」を開催しました,"茨城県,栃木県,岡山県,大分県",https://japan-heritage.bunka.go.jp/ja/news/1945/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_6329299039bc5bd3236d8f9a70155917035485fd.jpeg
2021-10-25,63,イベント,湯浅・広川インスタグラムフォトコンテストについて,湯浅・広川インスタグラムフォトコンテスト（2021年11月１日（月）～12月26日（日））,和歌山県,https://japan-heritage.bunka.go.jp/ja/news/1946/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_a5ff1a234b14a83fbdc78afbff9d831d705016e1.jpeg
2021-10-25,98,イベント,【開催終了】(祝) 日本遺産認定〜聖徳太子が歩いた“龍田古道・亀の瀬”を訪ねる〜,NPO法人奈良県ウォーキング協会主催　日本遺産登録を祝ってウォーキングイベント開催のお知らせ,"大阪府,奈良県",https://japan-heritage.bunka.go.jp/ja/news/1947/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_c795956eb7017ee9f11c51b3939d7e558a113b15.jpeg
2021-10-26,65,イベント,福山市鞆町で秋祭り（渡守神社例祭・チョウサイ）が行われました,鞆のエネルギーを感じるお祭です,広島県,https://japan-heritage.bunka.go.jp/ja/news/1943/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_6d3b591df1e36e3321353f00fa44de48a0ab99c6.jpeg
2021-10-26,33,イベント,大山寺 秋の御縁日が開催されました。,秋晴れの空の下、願い事を書いた護摩木をたき上げる法要のほか、太鼓の演奏などが行われました。,鳥取県,https://japan-heritage.bunka.go.jp/ja/news/1951/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_104a0a9cd0b1a15dc3c4d6adaea1df723aa5ee32.jpeg
2021-10-27,88,その他,髙尾山薬王院精進料理「もみじ膳」をご堪能ください。,《東京都八王子市》料理長が工夫を凝らし、日本遺産ストーリー「桑都物語」をイメージした精進料理が完成しました。,東京都,https://japan-heritage.bunka.go.jp/ja/news/1948/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_59a1748e7c111b73f63c2f99d9c63f67957acc95.jpeg
2021-10-27,98,イベント,日本遺産サミットin小松 参加のお知らせ,日本遺産「龍田古道・亀の瀬」推進協議会は日本遺産サミットin小松に参加致します。,"大阪府,奈良県",https://japan-heritage.bunka.go.jp/ja/news/1949/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2021-10-28,65,イベント,【終了しました】鞆の魅力「再発見」フォトコンテスト2021の作品を募集しています,鞆の魅力を発掘。フォトコンテスト開催中,広島県,https://japan-heritage.bunka.go.jp/ja/news/1809/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_67defa0b0d2ed490c9907c114738a74249e6944e.jpeg
2021-10-28,33,イベント,紅葉シーズン間近！大山秋色週間　10月20日〜11月5日 .,国立公園大山の紅葉は、西日本随一と謳われており、10月下旬より11月上旬までが見頃期間です。,鳥取県,https://japan-heritage.bunka.go.jp/ja/news/1952/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_7e353a7ed758d08248f4a4443d54fdd96ad3eeb7.jpeg
2021-10-31,56,メディア,山形交響楽団×日本遺産「山寺と紅花」のコラボ動画を公開！,山形交響楽団と日本遺産「山寺と紅花」がコラボレーションした動画をYouTubeで公開しています。,山形県,https://japan-heritage.bunka.go.jp/ja/news/1955/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_e91792687bb5d5825ef64edc3eb51ac1571f6097.jpeg
2021-11-01,56,イベント,【11月6日・7日 「山寺irodoriマルシェ」が開催されます！！】,【11月6日・7日 「山寺irodoriマルシェ」が開催されます！！】,山形県,https://japan-heritage.bunka.go.jp/ja/news/1956/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_fe539b1782e52b255661f4a22444a7732907550a.jpeg
2021-11-02,1,イベント,【終了しました】「MITOGAKU QUEST～水戸学の道クイズラリー～」,「MITOGAKU QUEST～水戸学の道クイズラリー～」開催中,"茨城県,栃木県,岡山県,大分県",https://japan-heritage.bunka.go.jp/ja/news/1687/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2021-11-02,65,その他,鞆の浦の施設をお得に周れるクーポンがあります!,4か所の史跡めぐりクーポンです,広島県,https://japan-heritage.bunka.go.jp/ja/news/1950/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_d96eb36858c9692f9a826c5f8cbc84af08ca888c.jpeg
2021-11-02,82,イベント,NOBODY KNOWS 薩摩川内公演,日本遺産「薩摩の武士が生きた町」を構成する入来麓で伝統芸能の実演家が集い、薩摩琵琶とともに様々な公演が行われます。,鹿児島県,https://japan-heritage.bunka.go.jp/ja/news/1957/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_d739de837a6fa894b05705ad198a209c2884728a.jpeg
2021-11-04,82,イベント,なるほど！知覧城トークショーの開催について,日本遺産・知覧麓において、重要伝統的建造物群保存地区選定40周年を記念してトークショーが開催されます。,鹿児島県,https://japan-heritage.bunka.go.jp/ja/news/1959/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_6eacc384ef98d00d8f983c833ef970123a406500.jpeg
2021-11-09,88,イベント,八王子いちょう祭りスタンプラリーが開催中！,≪東京都八王子市≫黄金色に輝く甲州街道のいちょう並木とともに歴史文化をスタンプラリーでお楽しみください。,東京都,https://japan-heritage.bunka.go.jp/ja/news/1960/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b51395139b1ca02ead23a466cb5be4982612a6db.jpeg
2021-11-09,66,メディア,「くにさき鬼んぴっく」のアニメーション動画が完成しました！,「鬼んぴっく」をより盛り上げ、国東半島の鬼文化などをＰＲするためにアニメーション動画を制作しました。,大分県,https://japan-heritage.bunka.go.jp/ja/news/1964/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_50af8442d03f8709a2dc54248bc32b14a1ff0b97.jpeg
2021-11-10,5,イベント,特別展示「小浜商人と北前船船主　古河屋嘉太」を開催します。,古河屋の歴代当主の肖像画や藩主との交流・経営手腕をうかがう文書を紹介します。,福井県,https://japan-heritage.bunka.go.jp/ja/news/1966/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_5c0407f791087abf1d3c470b2f83e3e750e964c0.jpeg
2021-11-10,74,メディア,大津市×日本遺産　~おおつの魅力再発見！~,大津市の３つの日本遺産を紹介　びわ湖放送「光ル☆おおつ」,"岐阜県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県",https://japan-heritage.bunka.go.jp/ja/news/1967/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b72f5cbd418aa1e2964933164222bfd637e9f93a.jpeg
2021-11-11,74,その他,聖徳太子御遠忌1400年記念　近江の聖徳太子特別御朱印,―和をもって貴しとなす―　聖徳太子に思いを馳せて,"岐阜県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県",https://japan-heritage.bunka.go.jp/ja/news/1970/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_3cfa34e56416911e1c4f402bf71509a3dd02e3e4.jpeg
2021-11-11,94,イベント,日本遺産ワークショップ「ミニ提灯の絵付け体験」&「オリジナル十団子作り」を開催しました！,日本遺産のテーマである「江戸時代の旅」をテーマにしたワークショップを開催,静岡県,https://japan-heritage.bunka.go.jp/ja/news/1965/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b8c071a6af0694c7899b7bfc2ccfec2e4ddfc6a0.jpeg
2021-11-11,66,その他,日本遺産くにさきのラバーコースター第５弾を発売＆全種類揃いました！,今回は都甲谷・富来谷・来浦谷のコースターを製作しました！ついに全種類が揃いました！,大分県,https://japan-heritage.bunka.go.jp/ja/news/1971/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_297c0ec471ed1dca973900df77bf6cc28163b1a3.jpeg
2021-11-12,58,メディア,【テレビ放送のご案内】「魅せます！とちブラ」放送！,とちぎテレビの番組「魅せます！とちブラ」で「明治貴族が描いた未来～那須野が原開拓浪漫譚」をテーマにした内容が放送されます,栃木県,https://japan-heritage.bunka.go.jp/ja/news/1972/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_3768f5c35cc602437df5ec30ed96ecae17e384f4.jpeg
2021-11-17,65,イベント,備中備後麺パラダイスにて，日本遺産「福山・鞆の浦」のPRブースを出展します！,備中備後の麺が大集合！！広島県東部から岡山県西部の備中備後地域の情報発信を行います。,広島県,https://japan-heritage.bunka.go.jp/ja/news/1963/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_c1c2df2edc30592df981fda8c7e10a2e90d3b3ac.jpeg
2021-11-17,78,イベント,11/28、12/5に麒麟獅子舞体験体感プログラムを開催します,11/28、12/5に麒麟獅子舞体験体感プログラムを開催します,"兵庫県,鳥取県",https://japan-heritage.bunka.go.jp/ja/news/1975/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_749b0df612eef3907e50bfd1da03263499d61801.jpeg
2021-11-17,73,イベント,海女サミット2021 in鳥羽を開催します！,鳥羽志摩の海女は会場で、全国の海女はオンライン会議で集います。,三重県,https://japan-heritage.bunka.go.jp/ja/news/1977/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_203ea5293a3e5bd83ccf3a1de6b6105342c4132b.jpeg
2021-11-17,66,その他,【くにさき】仏像を厳選して紹介するパンフレットが完成しました！,大分県豊後高田市内に所在する仏像。パンフレットを片手に参拝しながら細かく観察してみませんか？,大分県,https://japan-heritage.bunka.go.jp/ja/news/1974/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_a4993537be7daf8c52de55e2086561d104c151ab.jpeg
2021-11-18,78,イベント,日本遺産認定ストーリーを構成する文化財の1つ「仁風閣(国指定重要文化財)」で新たな取り組みが行われました,日本遺産認定ストーリーを構成する文化財の1つ「仁風閣(国指定重要文化財)」で新たな取り組みが行われました,"兵庫県,鳥取県",https://japan-heritage.bunka.go.jp/ja/news/1978/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_a9bb223aced1291923a0cf3e5e141865d4202c53.jpeg
2021-11-19,65,その他,（仮称）鞆町町並み保存拠点施設の愛称が決定しました,7月に募集していた愛称が決まりました！,広島県,https://japan-heritage.bunka.go.jp/ja/news/1976/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_27cce8f7b75da958f55d9c26c8fc4e5c16b17289.jpeg
